Date,Original Title,Outlet,Format,Link,Highlight,Author,Excerpt
1/23/22,Neoliberalism and anti-state ideology on the US left,Carl Beijer,Quote,https://www.carlbeijer.com/p/neoliberalism-and-anti-state-ideology,,Carl Beijer,NA
1/27/22,Society' doesn't mean 'the federal government' â€” conservatives ought to know that,Washington Examiner,Quote,https://www.washingtonexaminer.com/opinion/society-doesnt-mean-the-federal-government-conservatives-ought-to-know-that,,Timothy P. Carney,NA
4/1/22,Unemployment is down. Wages are up for those who need it most. The March jobs report is strong,Daily Kos,Quote,https://www.dailykos.com/stories/2022/4/1/2089452/-U-S-jobs-and-unemployment-continue-strong-recovery-thanks-to-the-American-Rescue-Plan,,Laura Clawson,NA
5/5/22,â€�Moon Knightâ€™ Shows that Working for a God Sucks,Wealth of Geeks,Quote,https://wealthofgeeks.com/moon-knight-working-for-gods-khonshu/,,Noah Berlatsky,NA
6/2/22,"Economic Scorecard: Biggest Numbers May Not Be Best, for Now",New York Times,Quote,https://www.nytimes.com/2022/06/02/business/economy/jobs-wages-inflation-powell.html,,Ben Casselman,NA
6/21/22,Study Shows Excess Corporate Profits in the US Have Become 'Widespread',Common Dreams,Quote,https://www.commondreams.org/news/2022/06/21/study-shows-excess-corporate-profits-us-have-become-widespread,,Jake Johnson,NA
6/21/22,PROOF: Corporations ripping us off. Supremes' failure again. Oil glut: YES. People: Trump is guilty? (Opinion),Daily Kos,Quote,https://www.dailykos.com/stories/2022/6/21/2105419/-PROOF-Corporations-ripping-us-off-Supremes-failure-again-Oil-glut-YES-People-Trump-is-guilty?utm_campaign=recent,,Egberto Willies,NA
6/21/22,"Prices, Profits, and Power: An Analysis of 2021 Firm-Level Markups (with Niko Lusiani)",Roosevelt Institute,White Paper,https://rooseveltinstitute.org/publications/prices-profits-and-power/,,NA,NA
6/22/22,Are Large Corporate Profit Margins Causing Inflation?,New York Times,Quote,https://www.nytimes.com/2022/06/22/opinion/inflation-corporate-profits.html,,Peter Coy,NA
6/22/22,"Companies are passing higher costs to shoppers at the fastest pace since the 1950s, study finds",Business Insider,Quote,https://www.businessinsider.com/inflation-rising-prices-corporate-profits-markups-surging-record-pace-study-2022-6,,"Madison Hoff, Ben Whick",NA
6/22/22,"On Inflation: It's the Monopoly Profits, Stupid",Substack,Quote,https://mattstoller.substack.com/p/on-inflation-its-the-monopoly-profits,,Matt Stoller,NA
6/23/22,Inflation's Causes & Fighting It With Workers; Progressive Challenger In Minnesota | MR LIVE 6/23/22,The Majority Report with Sam Seder,Podcast,https://www.youtube.com/watch?v=Qi0elsIUfqo,,Sam Seder,NA
6/24/22,Inflation Expectations Are the Whole Game,Bloomberg,Quote,https://www.bloomberg.com/news/newsletters/2022-06-24/odd-lots-newsletter-inflation-expectations-are-the-whole-game,,"Tracy Alloway, Joe Weisenthal",NA
6/27/22,"Greed, For Lack of a Better Word",Substack,Quote,https://someunpleasant.substack.com/p/greed-for-lack-of-a-better-word,,Maia Mindel,NA
6/27/22,We Shouldn't Destroy What Is Working in Our Economy,The Nation,Article,https://www.thenation.com/article/economy/inflation-economy-labor-market/,,Mike Konczal,"As policy-makers move to drive inflation down, it is essential that they don't lose sight of the economy's bright spots."
6/28/22,Business and consumer spending intentions have diverged,The Daily Shot,Quote,https://thedailyshot.com/2022/06/28/business-and-consumer-spending-intentions-have-diverged/,,NA,NA
6/29/22,The big contributors to inflation youâ€™re not hearing about: profiteering corporations (Opinion),Los Angeles Times,Quote,https://www.latimes.com/business/story/2022-06-29/how-corporations-contribute-to-inflation,,Michael Hiltzik,NA
6/30/22,�Are record corporate profits driving inflation? Here's what experts think.,ABC News,Quote,https://abcnews.go.com/Business/record-corporate-profits-driving-inflation-experts/story?id=85593108,,Max Zahn,NA
7/5/22,Is corporate greed driving inflation? Jeff Bezos and Joe Biden obviously disagree,Fast Company,Quote,https://www.fastcompany.com/90766732/jeff-bezos-biden-inflation-corporate-profits,,Jennifer Alsever,NA
7/5/22,Radical Taxation,Dissent Magazine,Quote,https://www.dissentmagazine.org/article/radical-taxation,,Vanessa Williamson,NA
7/5/22,Bezos's inflation idiocy,Substack,Quote,https://robertreich.substack.com/p/bezoss-inflation-idiocy,,Robert Reich,NA
7/8/22,"Corporations â€�opportunisticallyâ€™ raised prices in 2021 which fueled inflation, according to new research",Fortune,Quote,https://fortune.com/2022/07/08/corporations-opportunistically-raised-prices-2021-inflation/,,Sheryl Estrada,NA
7/8/22,"Wonking Out: Rockets, Feathers and Prices at the Pump (Opinion)",New York Times,Quote,https://www.nytimes.com/2022/07/08/opinion/inflation-oil-biden-monopoly.html,,Paul Krugman,NA
7/10/22,"""Greedflation"": Is corporate profit-taking driving prices higher?",CBS News,TV,https://www.cbsnews.com/news/greedflation-is-corporate-profit-taking-driving-prices-higher/,,David Pogue,NA
7/13/22,Mike Konczal on the Biden Administration's Handling of the Economy,CSPAN,TV,https://www.c-span.org/video/?521560-5/washington-journal-roosevelt-institutes-mike-konczal-discusses-biden-administrations-handling,,Bill Scanlan,NA
7/19/22,The Political Theology of Milton Friedman,The Bias Magazine,Quote,https://christiansocialism.com/milton-friedman-capitalism-freedom-book-political-theology/,,Adam Kotsko,NA
7/21/22,Thereâ€™s a Reason We Canâ€™t Have Nice Things (Opinion),New York Times,Quote,https://www.nytimes.com/2022/07/21/opinion/racism-paid-leave-child-care.html,,Bryce Covert,NA
7/21/22,"U.S. inflation story: supply, demand, and rising profits",CNN International,TV,https://www.youtube.com/watch?v=SXWdRAu99hs,,Paula Newton,NA
7/27/22,The Corporate Narrative on Inflation Is Bogus (Opinion),Common Dreams,Quote,https://www.commondreams.org/views/2022/07/27/corporate-narrative-inflation-bogus,,Chuck Idelson,NA
7/28/22,Inflation Is No Excuse for Squeezing Workers,Dissent Magazine,Quote,https://www.dissentmagazine.org/online_articles/inflation-is-no-excuse-for-squeezing-workers,,"Brian Callaci, Sandeep Vaheesan",NA
8/4/22,WTF is greedflation? (and why should workers should care),Worklife News,Quote,https://www.worklife.news/leadership/greedflation/,,Cloey Callahan,NA
8/5/22,"America added 528,000 jobs in July, keeping the labor market hot â€” and employers are asking, â€�What recession?â€™",Grid,Quote,https://www.grid.news/story/economy/2022/08/05/america-added-528000-jobs-in-july-keeping-the-labor-market-hot-and-employers-are-asking-what-recession/,,Matthew Zeitlin,NA
8/8/22,"Looking for a break from the Inflation Reduction Act, youâ€™ll have to wait, experts say",Boston Herald,Quote,https://www.bostonherald.com/2022/08/08/looking-for-a-break-from-the-inflation-reduction-act-youll-have-to-wait-experts-say/,,NA,NA
8/8/22,Will the Democratsâ€™ Inflation Reduction Act bring prices down? What the experts say,The Sacramento Bee,Quote,https://www.sacbee.com/news/politics-government/article264217696.html,,David Lightman,NA
8/19/22,In defense of deficit reduction,POLITICO,Quote,https://www.politico.com/newsletters/morning-money/2022/08/19/in-defense-of-deficit-reduction-00052789,,"Kate Davidson, Sam Sutton, Aurbree Eliza Weaver",NA
8/22/22,Would forgiving student debt drive up inflation? Only if youâ€™re using lousy math (Opinion),Los Angeles Times,Quote,https://www.latimes.com/business/story/2022-08-22/biden-conservative-opposition-to-forgiving-student-debt,,Michael Hiltzik,NA
8/23/22,White House Expected to Announce Plan to Cancel Student Debt,The Fiscal Times,Quote,https://www.thefiscaltimes.com/2022/08/23/White-House-Expected-Announce-Plan-Cancel-Student-Debt,,Michael Rainey,NA
8/24/22,Biden exceeds expectations with student debt relief announcement,Daily Kos,Quote,https://www.dailykos.com/stories/2022/8/24/2118485/-Biden-announces-student-debt-relief-package-that-will-change-millions-of-lives,,Laura Clawson,NA
8/24/22,How Forgiving Student Loan Benefits Could Cause Inflation?,Coin Chapter,Quote,https://coinchapter.com/how-forgiving-student-loan-benefits-could-cause-inflation/,,Karen Mkrtchyan,NA
8/26/22,Marc Goldwein and the Limits of Deficit Scolding,The American Prospect,Quote,https://prospect.org/economy/marc-goldwein-and-the-limits-of-deficit-scolding/,,Max Moran,NA
9/3/22,"The US should cancel a lot more than $10,000 in student debt",Quartz,Quote,https://qz.com/the-us-should-cancel-a-lot-more-than-10-000-in-student-1849492608,,Nate DiCamillo,NA
9/16/22,Corporate Media Is Trying to Convince People Student Debt Forgiveness Is Bad (Opinion),Common Dreams,Quote,https://www.commondreams.org/views/2022/09/16/corporate-media-trying-convince-people-student-debt-forgiveness-bad,,Luca Holdmansour,NA
9/16/22,Why US Workers Are Better Situated to Confront Economic Turbulence,The Nation,Article,https://www.thenation.com/article/economy/inflation-us-europe/,,Mike Konczal,NA
9/22/22,"Fed Rate Hikes Won't Tackle the Corporate Profiteering Behind Inflation, Experts Tell Congress",Common Dreams,Quote,https://www.commondreams.org/news/2022/09/22/fed-rate-hikes-wont-tackle-corporate-profiteering-behind-inflation-experts-tell,,Kenny Stancil,NA
9/22/22,Powellâ€™s stark message: Inflation fight may cause recession,AP News,Quote,https://apnews.com/article/inflation-jerome-powell-unemployment-government-and-politics-96092b0d276a604b3c1e83f44b8e2ec9,,Christopher Rugaber,NA
9/22/22,Congress examines price hikes as big businesses make record profits,Nextstar,TV,https://www.koin.com/news/washington-dc/congress-examines-price-hikes-as-big-businesses-make-record-profits/,,Alexandra Limon,NA
9/22/22,Why Market Power Matters for Inflation,House Subcommittee Testimony,White Paper,https://rooseveltinstitute.org/publications/why-market-power-matters-for-inflation/,,NA,NA
9/29/22,Katie Porterâ€™s Volunteer Army Hits the Doors,The American Prospect,Quote,https://prospect.org/politics/katie-porters-volunteer-army-hits-the-doors/,,David Dayen,NA
10/3/22,Can you curb inflation without killing jobs? Economists have some ideas.,CBS News,Quote,https://www.cbsnews.com/news/inflation-interest-rates-federal-reserve-job-market/,,Irina Ivanova,NA
10/3/22,"Inflation, supply chain crunch put pressure on Baltimore to beat federal pandemic aid deadlines",The Baltimore Banner,Quote,https://www.thebaltimorebanner.com/politics-power/local-government/inflation-supply-chain-crunch-put-pressure-on-baltimore-under-2024-deadline-to-budget-federal-pandemic-aid-TZJC2ARB5RC4PODG42KQZY4ND4/,,Adam Willis,NA
10/4/22,Employers Scale Back Job Openings As Federal Reserve Attacks Inflation,HuffPost,Quote,https://www.huffpost.com/entry/job-openings-federal-reserve_n_633c89d4e4b04cf8f3677d0d,,Arthur Delaney,NA
10/4/22,"Over 1 Million Job Openings Evaporate as Labor Market Tightens, Economy Cools",The Epoch Times,Quote,https://www.theepochtimes.com/over-1-million-job-openings-evaporate-as-labor-market-tightens-economy-cools_4773882.html,,Tom Ozimek,NA
10/7/22,How the Fed Is 'Shaking the Entire System' (Podcast),New York Times,Quote,https://www.nytimes.com/2022/10/07/opinion/ezra-klein-podcast-adam-tooze.html,,Ezra Klein,NA
10/13/22,U.S. CPI Rose More Than Expected Again in September; Core CPI Up 0.6%,Investing.com,Quote,https://www.investing.com/news/economic-indicators/us-cpi-rose-more-than-expected-again-in-september-core-cpi-up-06-2911599,,Geoffrey Smith,NA
10/18/22,Think food inflation is bad now? Wait till Kroger and Albertsons merge (Opinion),New York Times,Quote,https://www.latimes.com/business/story/2022-10-18/think-food-inflation-is-bad-now-wait-till-kroger-and-albertsons-merge,,Michael Hilztik,NA
10/19/22,Viral Katie Porter Video Reveals Biggest Reason for Inflation: â€�Corporate Profitsâ€™,The New Civil Rights Movement,Quote,https://www.thenewcivilrightsmovement.com/2022/10/viral-katie-porter-video-reveals-biggest-reason-for-inflation-corporate-profits/,,David Badash,NA
10/19/22,Over half of the increased prices people are paying come from increases in corporate profits': Katie Porter grills macroeconomics expert,RawStory,Quote,https://www.rawstory.com/over-half-of-the-increased-prices-people-are-paying-come-from-increases-in-corporate-profits-katie-porter-grills-macroeconomics-expert/,,Tiffany Terrell,NA
10/19/22,Watch Katie Porter Explain What's Really Driving Inflation,Crooks and Liars,Quote,https://crooksandliars.com/2022/10/watch-katie-porter-explain-whats-really,,Susie Madrak,NA
10/19/22,Watch: Chart-armed Katie Porter makes the case that corporate greed is the primary cause of inflation,RawStory,Quote,https://www.rawstory.com/watch-chart-armed-katie-porter-proves-that-corporate-greed-is-the-primary-cause-of-inflation/,,Brandon Gage,NA
10/20/22,Whoopi Goldberg freaks out over media not reporting on 'real culprit' behind inflation: 'Corporate profits',Fox News,Quote,https://www.foxnews.com/media/whoopi-goldberg-freaks-out-over-media-not-reporting-real-culprit-behind-inflation-corporate-profits,,Hanna Panreck,NA
10/20/22,SCHOOLED: Rep. Katie Porter brilliantly bursts GOP bubble on cause of inflation,Washington Press,Quote,https://washingtonpress.com/2022/10/20/schooled-rep-katie-porter-brilliantly-bursts-gop-bubble-on-cause-of-inflation/,,Ross Rosenfeld,NA
10/21/22,"Yes, data indicates over half of price increases go to profits for large companies in services like food, furniture and cars",12 news CNBC,TV,https://www.12news.com/article/news/verify/data-indicates-over-half-price-increases-profit-large-companies/75-70de7d98-e468-41a3-a769-14cfb5f0686e'',,Joe Dana,NA
10/22/22,"Taking in 'The View': Hosts panic over voter focus on economy, shift inflation blame, mourn 'depressing' polls",Fox News,Quote,https://www.foxnews.com/media/taking-view-hosts-panic-over-voter-focus-economy-shift-inflation-blame-mourn-depressing-polls,,Hanna Panreck,NA
10/22/22,Fact-checkers agree with Katie Porter and her whiteboard that corporate profits drive inflation prices,The US Express News,Quote,https://www.theusexpressnews.com/fact-checkers-agree-with-katie-porter-and-her-whiteboard-that-corporate-profits-drive-inflation-prices/,,Sarah Jones,NA
10/25/22,"Every claim the GOP makes is a distortion, a lie or a delusion",DailyKos,Quote,https://www.dailykos.com/stories/2022/10/25/2131090/-Every-claim-the-GOP-makes-is-a-distortion-a-lie-or-a-delusion,,Franj Vyan Walton,NA
10/27/22,The US economy grew at a pace of 2.6% in the 2022 third quarter. That might not be enough to stop a recession.,Grid,Quote,https://www.grid.news/story/economy/2022/10/27/the-us-economy-grew-at-a-pace-of-26-in-the-2022-third-quarter-that-might-not-be-enough-to-stop-a-recession/,,Matthew Zeitlin,NA
10/28/22,Rachel Premack on the Trucking Industryâ€™s Legal Mess,Bloomberg,Podcast,https://www.bloomberg.com/news/articles/2022-10-28/transcript-rachel-premack-on-the-trucking-industry-s-legal-mess?leadSource=uverify%20wall&sref=gMvqgK3G,,"Joe Weisenthal, Tracy Alloway",NA
10/31/22,Is Inflation Biden's Fault? Could Tax Cuts Fix It? Here's What We Know,TIME,Quote,https://time.com/6226145/inflation-midterms-2022-fact-check/,,Alana Semuels,NA
10/31/22,Inflation Is Obscuring Bidenâ€™s Pro-Labor Achievements,The New Yorker,Quote,https://www.newyorker.com/news/daily-comment/inflation-is-obscuring-bidens-pro-labor-achievements,,E. Tammy Kim,NA
11/1/22,How to fix inflation,Vox,Podcast,https://open.spotify.com/episode/7b1vTqGuyBRS1MV7fZt8PM?si=fE8tST8hT9CniSgYcGrTbw&nd=1,,Jonquilyn Hill,NA
11/1/22,"The inflation-employment conundrum, with AEIâ€™s James Pethokoukis & Roosevelt Instituteâ€™s Mike Konczal",CNBC,TV,https://www.cnbc.com/video/2022/11/01/the-inflation-employment-conundrum-with-aeis-james-pethokoukis-roosevelt-institutes-mike-konczal.html,,"Tyler Mathisen, 
Kayla Tausche",NA
11/3/22,"If Companies Are Earning Record Profits, Why Are They Passing Costs On to Consumers?",GOBankingRates,Quote,https://www.gobankingrates.com/money/business/if-companies-earning-record-profits-why-passing-costs-consumers/,,Nicole Spector,NA
11/8/22,An Economistâ€™s Chart Goes Viral: Shows Main Source of Inflation,CounterPunch,Quote,https://www.counterpunch.org/2022/11/08/an-economists-chart-goes-viral-shows-main-source-of-inflation/,,"Pam Martens, Russ Martens",NA
11/10/22,It's looking more likely that any recession next year will be shallow and manageable,Business Insider,Quote,https://www.businessinsider.com/next-growth-recession-2023-outlook-more-likely-shallow-and-manageable-2022-11,,"Ayelet Sheffey, Madison Hoff",NA
12/9/22,"Before Taylor Swift, Pearl Jam Knew Ticketmasterâ€™s Monopoly Power All Too Well",The Nation,Article,https://www.thenation.com/article/economy/ticketmaster-live-nation-pearl-jam-taylor-swift/,,Mike Konczal,NA
12/13/22,"U.S. CPI fell to 7.1% in November, lower than expected",Investing.com,Quote,https://www.investing.com/news/economic-indicators/us-cpi-fell-to-71-in-november-lower-than-expected-2963278,,Geoffrey Smith,NA
12/14/22,Why the Federal Reserve Should Cool Its Jets on Interest Rates,The American Prospect,Quote,https://prospect.org/economy/federal-reserve-should-cool-its-jets-interest-rates/,,Ryan Cooper,NA
12/16/22,"Video Clip: Wages, Inflation, and the U.S. Economy",C-span,TV,https://www.c-span.org/classroom/document/?20167,,NA,NA
1/9/23,The impending debt ceiling collision of 2023 â€” and how Biden can avoid it â€” explained,Vox,Quote,https://www.vox.com/policy-and-politics/2023/1/10/23542845/joe-biden-debt-ceiling-kevin-mccarthy,,Dylan Matthews,NA
1/11/23,Inflation Is About Class Struggle,Jacobin,Quote,https://jacobin.com/2023/01/inflation-class-struggle-economic-policy-federal-reserve-the-dig,,Tim Barker,NA
1/13/23,Wonking Out: Itâ€™s Getting Harder to Be a Pessimist on Inflation,"New York Times, Opinion",Quote,https://www.nytimes.com/2023/01/13/opinion/cpi-inflation-fed.html?partner=slack&smid=sl-share,,Paul Krugman,NA
1/17/23,How will we know when weâ€™ve beaten inflation?,Grid,Quote,https://www.grid.news/story/economy/2023/01/17/how-will-we-know-when-weve-beaten-inflation/,,Matthew Zeitlin,NA
1/18/23,"Companies raising prices to get ahead of skyrocketing costs was one of the biggest drivers of surging inflation, a new study shows",Insider,Quote,https://www.businessinsider.com/companies-marking-up-prices-major-contributor-to-inflation-2023-1,,"Juliana Kaplan, Madison Hoff",NA
1/24/23,The labor market's weird response to higher rates,Axios,Quote,https://www.axios.com/2023/01/24/labor-market-interest-rates,,"Courtenay Brown
Neil Irwin",NA
1/25/23,"If You Wonâ€™t Sacrifice Workers to Fight Inflation, Youâ€™re Off the Op-Ed Page",Fair,Quote,https://fair.org/home/if-you-wont-sacrifice-workers-to-fight-inflation-youre-off-the-op-ed-page/,,Conor Smyth,NA
1/28/23,"Everyoneâ€™s mad at Ticketmaster, but will anything change?",Yahoo News,Quote,https://news.yahoo.com/everyones-mad-at-ticketmaster-but-will-anything-change-144600016.html,,Mike Bebernes,NA
1/31/23,"As Fed Meets, Experts Tell Powell to Stop 'Needlessly Threatening Jobs'",Common Dreams,Quote,https://www.commondreams.org/news/fed-powell-threatening-jobs,,Jake Johnson,NA
1/31/23,Stagflation or Soft Landing? It Depends Who You Ask.,New York Times,Quote,https://www.nytimes.com/2023/01/31/opinion/stagflation-or-soft-landing-it-depends-who-you-ask.html,,Paul Krugman,NA
2/1/23,Why Wall Street bets the Fed will blink on rate hikes,Politico,Quote,https://www.politico.com/newsletters/morning-money/2023/02/01/why-wall-street-bets-the-fed-will-blink-on-rate-hikes-00080568,,Zachary Warmbrodt,NA
2/3/23,January Jobs Report Contained Hopeful and Worrying News for the Fed,New York Times,Quote,https://www.nytimes.com/2023/02/03/business/economy/federal-reserve-jobs-jerome-powell.html,,Jeanna Smialek,NA
2/3/23,The Fed Can Stop Choking the Economy Now,Intelligencer,Quote,https://nymag.com/intelligencer/2023/02/the-federal-reserve-can-stop-raising-interest-rates-now.html,,Eric Levitz,NA
2/8/23,Is the economy kind of good now?,Vox,Quote,https://www.vox.com/the-goods/2023/2/3/23584939/jobs-report-economy-federal-reserve-inflation-recession-jay-powell,,Emily Stewart,NA
2/14/23,Ethereum Slightly Declines in Price After Release of January CPI Reports,Tekedia,Quote,https://www.tekedia.com/ethereum-slightly-declines-in-price-after-release-of-january-cpi-reports/,,Paul Ugbede Godwin,NA
2/20/23,The Tradeoffs in the Fight Against Inflation,The Nation,Article,https://www.thenation.com/article/economy/federal-reserve-inflation-jobs/,,Mike Konczal,Living with inflation of a little over 2 percent for a short period would be worth it to keep the gains in the economy.
2/28/23,"How the US can stick the landing, beat inflation, and avoid a recession",Vox,Article,https://www.vox.com/policy/23614066/inflation-soft-landing-economy-recession,X,Mike Konczal,NA
3/9/23,"Inflation in 2023: Causes, Progress, and Solutions",House Subcommittee Testimony,White Paper,https://rooseveltinstitute.org/publications/inflation-in-2023-causes-progress-and-solutions/,X,NA,NA
3/12/23,US banks sitting on unrealized losses of $620 billion,CNN,Quote,https://www.cnn.com/2023/03/12/investing/stocks-week-ahead?utm_source=business_ribbon,,Nicole Goodkind,NA
3/13/23,Is this a bailout?,Vox,Quote,https://www.vox.com/money/2023/3/13/23638417/svb-bank-bailout-signature-fed-fdic-treasury-janet-yellen,,Emily Stewart,NA
3/14/23,Did the Fed break Silicon Valley Bank?,Vox,Quote,https://www.vox.com/money/2023/3/14/23640065/silicon-valley-bank-collapse-fdic-interest-rates-federal-reserve,,Emily Stewart,"ŇThey should, absolutely, in part because they have done so much tightening already,Ó Konczal said"
3/15/23,The Dodd-Frank Act could have at least helped Silicon Valley Bank Fail Well,MSNBC,Article,https://www.msnbc.com/opinion/msnbc-opinion/deregulation-silicon-valley-bank-collapse-rcna75123,,Mike Konczal,"Looking at the 2018 bill deregulating banks like SVB can not only help us understand what just happened, but it can also help us figure out what to do now."
3/15/23,Republicans Accept No Blame For Bank Failures After They Voted To Deregulate Banks,Huffington Post,Quote,https://www.huffpost.com/entry/republicans-silicon-valley-bank-deregulation_n_64122a06e4b0bc5cb64e25ab,,Arthur Delaney,"ŇIt would have had to report it to regulators monthly, and the signs would have been caught earlier,Ó Mike Konczal, an economist and director of the Roosevelt Institute's macroeconomic analysis team, told HuffPost."
3/16/23,Silicon Valley Bank donated zero dollars to Black Lives Matter,Popular Information,Quote,https://popular.info/p/silicon-valley-bank-donated-zero,,Judd Legum,As Mike Konczal of the Roosevelt Institute explained on MSNBC:
3/21/23,"Years after the housing crash, the specter of ""too big to fail"" still haunts the banking industry",CBS News,Quote,https://www.cbsnews.com/news/too-big-to-fail-banks-2008-financial-crisis-credit-suisse-silicon-valley-bank/,,Aimee Picchi,NA
3/21/23,The Fed's Silicon Valley Bank Cover-Up Won't Work,The American Prospect,Quote,https://prospect.org/economy/2023-03-21-fed-supervision-silicon-valley-bank/,,NA,NA
3/28/23,WTH Happened at Silicon Valley Bank?,Why Is This Happening?,Podcast,https://podcasts.apple.com/us/podcast/wth-happened-at-silicon-valley-bank-with-mike-konczal/id1382983397?i=1000606240576,X,NA,NA
4/6/23,Prisoners of Their Own Device,The American Prospect,Quote,https://prospect.org/economy/2023-04-06-congress-prisoners-of-their-own-device/,,NA,NA
4/7/23,Why the new jobs numbers are a good sign for workers,Vox,Quote,https://www.vox.com/2023/4/7/23674305/jobs-report-labor-market-economy-recession,,NA,NA
4/7/23,Food prices are surging. Here's where that money goes.,CBS News,Quote,https://www.cbsnews.com/news/food-prices-inflation-inputs-profits-heres-where-that-money-goes/,,NA,NA
4/28/23,The Revolutionary Potential of the Inflation Reduction Act,The Nation,Article,https://www.thenation.com/article/economy/inflation-reduction-act-direct-pay/,X,NA,NA
5/3/23,Why the Fed's latest interest rate hike is controversial,Vox,Quote,https://www.vox.com/2023/5/3/23709902/federal-reserve-interest-rate-hike-recession,,NA,NA
5/8/23,"With the New Consensus on How Profits Are Driving Inflation, We Must Pivot to New Policies",The Sling,Quote,https://www.thesling.org/with-the-new-consensus-on-how-profits-are-driving-inflation-we-must-pivot-to-new-policies/,,NA,NA
5/9/23,End the Absurdity: Experts Say Biden Must Not Let GOP Force Catastrophic Default,Common Dreams,Quote,https://www.commondreams.org/news/biden-gop-debt-ceiling-default,,NA,NA
5/10/23,How Might the Government Avoid Default? Biden Offers Clues.,New York Times,Quote,https://www.nytimes.com/2023/05/10/business/biden-debt-ceiling.html,,NA,NA
5/13/23,Debt ceiling: How the 2023 drama is 100% different than 2011,Yahoo! Finance,Quote,https://finance.yahoo.com/news/debt-ceiling-how-the-2023-drama-is-100-different-than-2011-113748970.html,,NA,NA
5/25/23,First quarter GDP revised up as corporate profits give way,The Hill,Quote,https://thehill.com/business/4020869-first-quarter-gdp-revised-up-as-corporate-profits-give-way-to-labor-share/,,Tobias Burns,NA
5/29/23,Get ready to see millions of Americans lose their jobs if Congress doesn't raise the debt ceiling in the next few days,Insider,Quote,https://www.businessinsider.com/what-will-happen-to-jobs-if-us-defaults-debt-ceiling-2023-5,,NA,NA
6/16/23,Can Public Banks Play in Tax Equity Markets?,The American Prospect,Quote,https://prospect.org/environment/2023-06-16-public-banks-tax-equity-markets/,,,
7/11/23,Biden Says The Economy's Doing Great. Lots Of His Own Voters Don't Believe Him.,FiveThirtyEight,Quote,https://fivethirtyeight.com/features/biden-says-the-economys-doing-great-lots-of-his-own-voters-dont-believe-him/,,,
7/12/23,"Thanks to lower inflation, Americans are finally getting a raise",NBC News,Quote,https://www.nbcnews.com/business/economy/americans-are-finally-getting-raise-thanks-lower-inflation-rcna93844,,,
7/21/23,"""Bidenomics"" vs. ""Reaganomics""",The Nation,Article,https://www.thenation.com/article/economy/bidenomics-reaganomics/,,,
8/2/23,Why did inflation fall?,Slow Boring,Quote,https://www.slowboring.com/p/why-did-inflation-fall,,,
8/3/23,Is Good News Finally Good News Again?,New York Times,Quote,https://www.nytimes.com/2023/08/03/business/economy/economy-good-news.html,X,,
8/21/23,The Fed Didn't Need to Kill Jobs to Fight Inflation. Why the Models Were Wrong.,Barron's,Quote,https://www.barrons.com/articles/fed-jobs-inflation-models-recession-forecast-17981edf,,,
8/29/23,A SAD Story: What Can We Learn From the 1970s?,New York Times,Quote,https://www.nytimes.com/2023/08/29/opinion/a-sad-story-what-can-we-learn-from-the-1970s.html,X,,
9/4/23,Job growth exceeds economists' expectations as unemployment inches up,Rhode Island Current,Quote,https://rhodeislandcurrent.com/2023/09/04/job-growth-exceeds-economists-expectations-as-unemployment-inches-up/,,,
9/11/23,Five Things You Need to Know to Start Your Day,Bloomberg,Quote,https://www.bloomberg.com/news/newsletters/2023-09-11/five-things-you-need-to-know-to-start-your-day,,,
9/9/23,"The Inflation Reduction Act Lives Up To Its Name. Well, Maybe",Unraveling Economics,Quote,https://unravelingeconomics.substack.com/p/the-inflation-reduction-act-lives,,,
9/11/23,How Goldilocks Came to the US Economy,New York Times,Quote,https://www.nytimes.com/2023/09/11/opinion/inflation-unemployment-phillips-recession.html,,,
9/8/23,Supply-Side Expansion Has Driven the Decline in Inflation,Roosevelt Institute,White Paper,https://rooseveltinstitute.org/publications/supply-side-expansion-has-driven-the-decline-in-inflation/,X,,
9/13/23,"Paul Krugman says ""the war on inflation has been pretty much won - without a recession""",Insider,Quote,https://www.businessinsider.com/inflation-recession-paul-krugman-war-is-over-2023-9,,,
9/14/23,"Wait, did we really need to raise rates?",Planet Money,Podcast,https://www.npr.org/2023/09/14/1197954105/the-indicator-from-planet-money-draft-09-14-2023,X,,
9/14/23,1 big thing: Surging supply brought inflation down,Axios,Quote,https://www.axios.com/newsletters/axios-macro-ab1ab63b-3896-4137-a1dd-ac537ed3f5ea.html,,,
9/15/23,Why understanding the Great Disinflation is crucial,Axios,Quote,https://www.axios.com/2023/09/15/inflation-disinflation-interest-rates-central-bank-recession,,,
9/29/23,This Time Really Is Different for the Economy,Barron's,Quote,https://www.barrons.com/articles/economy-job-market-inflation-interest-rates-fed-7c567b51,,,
9/25/23,Why the US job market has defied rising interest rates and expectations of high unemployment,AP News,Quote,https://apnews.com/article/inflation-jobs-economy-interest-rates-unemployment-recession-7b94da1534f775b08939d184e53ca635,,,
9/19/23,America is stuck in a greased-pig economy,Insider,Quote,https://www.businessinsider.com/america-greased-pig-economy-higher-inflation-stock-market-crash-recession-2023-9,,,
10/10/23,The economy has been strong. Why are economists so eager to predict it will tank?,Los Angeles Times,Quote,https://www.latimes.com/business/story/2023-10-10/column-economists-have-been-consistently-wrong-about-the-u-s-economy-we-should-stop-trusting-them,,,
10/13/23,Too Many Economists Thought This Was Impossible,The Nation,Article,https://www.thenation.com/article/economy/labor-participation-inflation-unemployment/,,,
